time_s,ax_ms2,ay_ms2,az_ms2
1.979,0.35294133,2.155335,9.738789
2.0,-0.0,2.3605196,9.025727
2.021,-0.13998012,2.4059832,9.202796
2.042,-0.36191443,2.609373,8.853444
2.063,-0.4671986,2.8223343,8.806784
2.084,-0.35234314,2.9276185,8.888738
2.105,-0.08973085,2.8031917,9.194421
2.126,-0.022731815,2.8031917,9.363713
2.147,-0.16271193,2.9892337,9.387642
2.168,-0.32422748,3.1980073,9.266804
2.189,-0.45583272,3.3182468,9.241081
2.21,-0.1369891,3.257828,9.230313
2.231,-0.14476576,3.289533,9.067601
2.252,0.1274178,3.313461,8.81815
2.273,1.2634103,3.379862,8.720642
2.294,1.939981,3.5617166,8.682357
2.316,0.91226363,3.1423743,8.832506
2.337,1.3082758,3.1872396,9.067003
2.358,1.9046868,2.9910283,9.392427
2.379,2.0817556,2.6781666,9.428918
2.4,1.8346968,2.769094,9.32124
2.421,1.218545,2.8743782,9.192028
2.442,0.9487542,2.885744,9.1681
2.463,1.0157533,2.9276185,9.407382
2.484,1.1916257,2.7194428,9.381062
2.505,1.3609179,2.7409782,8.983852
2.526,1.4596218,2.9066813,8.785249
2.547,1.4279169,2.9036903,8.745169
2.568,1.314856,2.978466,8.907282
2.589,1.0510473,2.853441,9.320642
2.61,1.0097711,2.7421749,9.633504
2.631,0.80578303,2.6739793,9.813564
2.652,0.74476606,2.6243281,9.917053
2.673,0.75972116,2.6907291,9.972089
2.694,0.6233303,2.5489542,9.729217
2.715,0.73519474,2.6285157,9.329018
2.736,0.6029913,2.7595227,9.419347
2.757,0.590429,2.6117659,9.643075
2.779,0.57906306,2.501098,9.363713
2.8,0.34097722,2.5591238,9.253643
2.821,0.48993045,2.6907291,8.691928
2.842,0.86141616,2.984448,9.11785
2.863,0.6430711,3.2004004,8.849854
2.884,0.19501504,2.8438697,8.512466
2.905,0.10348958,2.9114668,8.507083
2.926,0.19142582,3.0161529,8.935996
2.947,0.011365907,2.821736,9.546165
2.968,-0.15134603,2.6751757,9.787841
2.989,-0.08973085,2.7296124,9.692726
3.01,0.046061836,2.7122645,9.689137
3.031,0.022731815,2.6321049,9.816555
3.052,0.12921242,2.5058835,9.7196455
3.073,0.29491538,2.5842485,9.395418
3.094,0.3074777,2.5860431,9.090932
3.115,0.28414768,2.5830522,9.01795
3.136,0.3361916,2.5489542,9.119645
3.157,0.31286156,2.4155545,9.27817
3.178,0.28235307,2.4149563,9.196216
3.199,0.20219351,2.352743,9.23809
3.232,0.19082761,2.2462623,9.326026
3.252,0.20937198,2.2809582,9.148957
3.272,-0.06460621,2.2755744,9.397213
3.292,-0.033499517,2.0991037,9.49472
3.312,0.12023934,1.9782661,9.60479
3.332,0.10109676,2.0141585,9.753743
3.352,0.020937199,2.079961,10.033704
3.372,-0.014955142,2.056631,10.078569
3.392,0.02751746,2.0871396,9.977472
3.412,0.0047856453,2.12363,9.837492
3.432,-0.0017946169,2.1631117,9.647861
3.452,-0.096909314,2.2701905,9.439087
3.472,-0.20398813,2.3826532,9.405587
3.492,-0.30508488,2.4059832,9.38465
3.512,-0.37387854,2.3784657,9.3816595
3.532,-0.20757736,2.3521447,9.464211
3.552,-0.11784652,2.2492533,9.459426
3.572,-0.10887343,2.1924238,9.431311
3.592,-0.10289137,2.3539393,9.405587
3.612,-0.35114673,2.3994029,9.290133
3.632,-0.48993045,2.431706,9.255438
3.652,-0.4354937,2.594418,9.142377
3.672,-0.3906283,2.6243281,9.172886
3.692,-0.29671,2.5818555,9.31825
3.712,-0.09092726,2.545365,9.353543
3.732,0.16331014,2.446063,9.432507
3.752,0.20279172,2.3258235,9.42473
3.772,0.07298109,2.2660031,9.483355
3.792,-0.11246266,2.2648067,9.686745
3.813,-0.18364914,2.1744776,9.789636
3.833,-0.18005991,2.1272194,9.710074
3.853,-0.10707881,2.175674,9.567103
3.873,-0.21655045,2.1870399,9.419347
3.893,-0.43848476,2.2025933,9.293723
3.913,-0.5946164,2.2713869,9.327223
3.933,-0.7920243,2.2731814,9.334999
3.953,-0.85184485,2.2695923,9.478569
3.973,-0.80877405,2.2259233,9.509077
3.993,-0.8356933,2.207977,9.3409815
4.013,-0.74117684,2.251646,9.153743
4.033,-0.5952146,2.3365912,9.202796
4.053,-0.40378883,2.172683,9.648459
4.073,-0.39900318,2.0255244,9.74477
4.093,-0.55692947,1.9764715,9.752547
4.113,-0.381057,2.1080768,9.709476
4.133,-0.25962126,2.1661026,9.477372
4.153,-0.20757736,2.0452652,9.412766
4.173,-0.27756742,2.1667008,9.241081
4.193,-0.40558344,2.225325,9.227323
4.213,-0.33200413,2.14696,9.31466
4.233,-0.20877378,2.0512471,9.434899
4.253,-0.18364914,2.0656042,9.486345
4.273,-0.41874397,2.1074786,9.337392
4.293,-0.41694933,2.14038,9.416953
4.313,-0.1680958,2.1499512,9.501899
4.333,-0.14416756,2.0578275,9.442079
4.353,-0.23449662,2.0165513,9.38465
4.373,-0.21655045,2.111666,9.244072
4.393,-0.19322042,2.1343977,9.215358
4.413,-0.29671,2.0644078,9.373882
4.433,-0.45942193,2.0237298,9.644272
4.453,-0.5162515,1.9160527,9.798609
4.473,-0.36430725,1.8406788,9.900902
4.493,-0.36131623,1.9555343,9.814162
4.513,-0.8602197,2.1326032,9.869795
4.533,-0.96789676,2.0255244,9.940384
4.553,-0.5952146,2.0775683,9.530014
4.573,-0.21655045,2.161317,9.68136
4.593,-0.31585258,2.0614166,10.097712
4.613,-0.4941179,1.7682959,9.913465
4.633,-0.4881358,1.8735801,9.275777
4.653,-0.18364914,2.332404,9.502497
4.673,-0.17228323,2.3048863,9.181859
4.693,-0.66759753,2.0374885,8.897711
4.713,-0.29072794,2.0207388,8.866006
4.733,0.22552353,2.2019951,8.810373
4.753,0.30388847,2.105684,8.947362
4.773,0.25004998,1.9645073,8.812766
4.793,0.1591227,1.7455641,9.256635
4.813,0.019740786,1.68694,9.7399845
4.833,-0.24227329,1.8023937,9.515657
4.853,-0.30029923,1.8065811,9.5964155
4.873,-0.36191443,1.7676977,9.757333
4.893,-0.25543383,1.8502501,9.504292
4.913,-0.084346995,1.6941184,9.542577
4.933,0.37088752,1.8550358,9.211171
4.953,0.25663024,1.8646071,9.057432
4.973,-0.005383851,1.7467605,9.722636
4.993,-0.062213387,1.7318054,10.758131
5.013,-0.21834506,1.4709877,10.963315
5.033,-0.05742774,1.3405789,10.3441725
5.053,0.26859435,1.6731812,9.340384
5.073,0.07956135,1.9142581,8.8014
5.093,0.35533416,2.292324,9.239884
5.113,0.07716853,2.464009,8.892327
5.133,-0.7746763,2.5459633,8.898309
5.153,-0.98524475,2.7637103,8.91805
5.173,-0.57906306,2.992823,9.078967
5.193,-0.148355,3.1292138,9.350553
5.213,-0.039481573,2.964109,9.5964155
5.233,0.33320054,2.885744,9.8937235
5.253,0.5312066,2.7511477,9.65504
5.273,0.87278205,2.8558338,9.052647
5.293,0.75613195,3.1220353,9.329616
5.313,0.30269206,3.0675986,8.679964
5.333,0.28713873,3.0598218,8.3784685
5.353,0.54317075,2.9946175,8.40479
5.373,1.0301101,3.0179477,8.416156
5.393,0.94337034,2.8468606,8.673982
5.413,0.4779663,2.7595227,9.005388
5.433,0.047258247,2.7876384,9.124431
5.453,-0.15613168,2.751746,9.427123
5.473,-0.24765715,2.614757,9.713065
5.493,-0.060418773,2.4059832,9.8117695
5.513,0.40917268,2.3629124,9.830314
5.533,0.46121657,2.2701905,9.83151
5.553,0.26859435,2.228316,9.846465
5.573,0.2105684,2.3365912,9.752547
5.593,0.04127619,2.4388845,9.582058
5.62,-0.25004998,2.504687,9.290732
5.641,-0.23449662,2.5477579,9.060423
5.662,0.05742774,2.6321049,9.123235
5.683,0.13399807,2.519044,9.252447
5.704,0.24586253,2.3772693,9.403793
5.725,0.19322042,2.4281168,9.395418
5.746,0.16450655,2.664408,9.4839525
5.767,0.1471586,2.6081767,9.288938
5.788,0.10348958,2.4568307,9.127422
